Symbol,Name,IPOyear,Sector,industry
IRCP,IRSA Propiedades Comerciales S.A.,0,Consumer Services,Building operators
COMT,iShares Commodities Select Strategy ETF,0,n/a,n/a
GNMA,iShares Core GNMA Bond ETF,0,n/a,n/a
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,0,n/a,n/a
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,0,n/a,n/a
ACWX,iShares MSCI ACWI ex US Index Fund,0,n/a,n/a
ACWI,iShares MSCI ACWI Index Fund,0,n/a,n/a
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,0,n/a,n/a
EEMA,iShares MSCI Emerging Markets Asia Index Fund,0,n/a,n/a
EEML,iShares MSCI Emerging Markets Latin America Index Fund,0,n/a,n/a
EUFN,iShares MSCI Europe Financials Sector Index Fund,0,n/a,n/a
IEUS,iShares MSCI Europe Small-Cap ETF,0,n/a,n/a
QAT,iShares MSCI Qatar Capped ETF,0,n/a,n/a
UAE,iShares MSCI UAE Capped ETF,0,n/a,n/a
IBB,iShares Nasdaq Biotechnology Index Fund,0,n/a,n/a
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,0,n/a,n/a
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,0,n/a,n/a
ICLN,iShares S&P Global Clean Energy Index Fund,0,n/a,n/a
WOOD,iShares S&P Global Timber & Forestry Index Fund,0,n/a,n/a
INDY,iShares S&P India Nifty 50 Index Fund,0,n/a,n/a
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,0,n/a,n/a
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,0,n/a,n/a
ISIS,Isis Pharmaceuticals Inc.,1991,Health Care,Major Pharmaceuticals
ISLE,Isle of Capri Casinos Inc.,0,Consumer Services,Hotels/Resorts
ISRL,Isramco Inc.,1983,Energy,Oil & Gas Production
ITRI,Itron Inc.,1993,Capital Goods,Electrical Products
ITRN,Ituran Location and Control Ltd.,2005,Consumer Non-Durables,Electronic Components
ITUS,ITUS Corporation,0,Miscellaneous,Multi-Sector Companies
XXIA,Ixia,2000,Capital Goods,Electrical Products
IXYS,IXYS Corporation,0,Technology,Semiconductors
JJSF,J & J Snack Foods Corp.,1986,Consumer Non-Durables,Specialty Foods
MAYS,J. W. Mays Inc.,0,Consumer Services,Building operators
JBHT,J.B. Hunt Transport Services Inc.,0,Transportation,Trucking Freight/Courier Services
JCOM,j2 Global Inc.,1999,Technology,Telecommunications Equipment
JASO,JA Solar Holdings Co. Ltd.,2007,Technology,Semiconductors
JKHY,Jack Henry & Associates Inc.,1985,Technology,EDP Services
JACK,Jack In The Box Inc.,0,Consumer Services,Restaurants
JXSB,Jacksonville Bancorp Inc.,0,Finance,Savings Institutions
JAXB,Jacksonville Bancorp Inc.,0,Finance,Major Banks
JAGX,Jaguar Animal Health Inc.,2015,Health Care,Major Pharmaceuticals
JAKK,JAKKS Pacific Inc.,1996,Consumer Non-Durables,Recreational Products/Toys
JMBA,Jamba Inc.,0,Consumer Services,Restaurants
JRVR,James River Group Holdings Ltd.,2014,Finance,Property-Casualty Insurers
ERW,Janus Equal Risk Weighted Large Cap ETF,0,n/a,n/a
JASN,Jason Industries Inc.,2013,Consumer Durables,Miscellaneous manufacturing industries
JASNW,Jason Industries Inc.,2013,Consumer Durables,Miscellaneous manufacturing industries
JAZZ,Jazz Pharmaceuticals plc,2007,Health Care,Major Pharmaceuticals
JD,JD.com Inc.,2014,Consumer Services,Other Specialty Stores
JBLU,JetBlue Airways Corporation,2002,Transportation,Air Freight/Delivery Services
JTPY,JetPay Corporation,2011,Finance,Business Services
JCTCF,Jewett-Cameron Trading Company,0,Consumer Services,RETAIL: Building Materials
DATE,Jiayuan.com International Ltd.,2011,Technology,EDP Services
JST,Jinpan International Limited,1998,Consumer Durables,Electrical Products
JIVE,Jive Software Inc.,2011,Technology,EDP Services
WYIG,JM Global Holding Company,0,n/a,n/a
WYIGU,JM Global Holding Company,2015,Finance,Business Services
WYIGW,JM Global Holding Company,0,n/a,n/a
JOEZ,Joe&#39;s Jeans Inc.,0,Consumer Non-Durables,Apparel
JBSS,John B. Sanfilippo & Son Inc.,1991,Consumer Non-Durables,Specialty Foods
JOUT,Johnson Outdoors Inc.,0,Consumer Non-Durables,Recreational Products/Toys
JNP,Juniper Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
JUNO,Juno Therapeutics Inc.,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KTWO,K2M Group Holdings Inc.,2014,Health Care,Medical/Dental Instruments
KALU,Kaiser Aluminum Corporation,0,Capital Goods,Metal Fabrications
KBIO,KaloBios Pharmaceuticals Inc.,2013,Health Care,Major Pharmaceuticals
KMDA,Kamada Ltd.,2013,Health Care,Major Pharmaceuticals
KNDI,Kandi Technologies Group Inc.,0,Capital Goods,Auto Manufacturing
KCLI,Kansas City Life Insurance Company,0,Finance,Life Insurance
KPTI,Karyopharm Therapeutics Inc.,2013,Health Care,Major Pharmaceuticals
KBSF,KBS Fashion Group Limited,2013,Consumer Non-Durables,Apparel
KCAP,KCAP Financial Inc.,2006,n/a,n/a
KRNY,Kearny Financial,0,Finance,Savings Institutions
KELYA,Kelly Services Inc.,0,Technology,Professional Services
KELYB,Kelly Services Inc.,0,Technology,Professional Services
KMPH,KemPharm Inc.,2015,Health Care,Major Pharmaceuticals
KFFB,Kentucky First Federal Bancorp,0,Finance,Savings Institutions
KERX,Keryx Biopharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
GMCR,Keurig Green Mountain Inc.,1993,Consumer Non-Durables,Packaged Foods
KEQU,Kewaunee Scientific Corporation,0,Capital Goods,Medical Specialities
KTEC,Key Technology Inc.,1993,Technology,Industrial Machinery/Components
KTCC,Key Tronic Corporation,1983,Technology,Computer peripheral equipment
KFRC,Kforce Inc.,1995,Technology,Professional Services
KE,Kimball Electronics Inc.,0,Technology,Electrical Products
KBAL,Kimball International Inc.,0,Consumer Durables,Home Furnishings
KIN,Kindred Biosciences Inc.,2013,Health Care,Major Pharmaceuticals
KNMD,KineMed Inc.,0,n/a,n/a
KGJI,Kingold Jewelry Inc.,0,Miscellaneous,Business Services
KINS,Kingstone Companies Inc,0,Finance,Property-Casualty Insurers
KONE,Kingtone Wirelessinfo Solution Holding Ltd,2010,Technology,EDP Services
KIRK,Kirkland&#39;s Inc.,2002,Consumer Services,Other Specialty Stores
KITE,Kite Pharma Inc.,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLAC,KLA-Tencor Corporation,1980,Capital Goods,Electronic Components
KLOX,Klox Technologies Inc.,0,n/a,n/a
KLXI,KLX Inc.,0,Capital Goods,Aerospace
KONA,Kona Grill Inc.,2005,Consumer Services,Restaurants
KZ,KongZhong Corporation,0,Technology,Telecommunications Equipment
KOPN,Kopin Corporation,1992,Technology,Semiconductors
KRNT,Kornit Digital Ltd.,2015,Capital Goods,Industrial Machinery/Components
KOSS,Koss Corporation,0,Consumer Non-Durables,Consumer Electronics/Appliances
KWEB,KraneShares CSI China Internet ETF,0,n/a,n/a
KTOS,Kratos Defense & Security Solutions Inc.,0,Capital Goods,Military/Government/Technical
KUTV,Ku6 Media Co. Ltd.,0,Consumer Services,Telecommunications Equipment
KLIC,Kulicke and Soffa Industries Inc.,0,Technology,Semiconductors
KVHI,KVH Industries Inc.,1996,Technology,Radio And Television Broadcasting And Communications Equipment
KYTH,Kythera Biopharmaceuticals Inc.,2012,Health Care,Major Pharmaceuticals
FSTR,L.B. Foster Company,0,Basic Industries,Metal Fabrications
LJPC,La Jolla Pharmaceutical Company,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LSBK,Lake Shore Bancorp Inc.,0,Finance,Savings Institutions
LSBG,Lake Sunapee Bank Group,0,Finance,Savings Institutions
LBAI,Lakeland Bancorp Inc.,0,Finance,Major Banks
LKFN,Lakeland Financial Corporation,0,Finance,Major Banks
LAKE,Lakeland Industries Inc.,1986,Health Care,Industrial Specialties
LRCX,Lam Research Corporation,1984,Technology,Industrial Machinery/Components
LAMR,Lamar Advertising Company,1996,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,0,Consumer Non-Durables,Packaged Foods
LNDC,Landec Corporation,1996,Basic Industries,Major Chemicals
LARK,Landmark Bancorp Inc.,0,Finance,Major Banks
LMRK,Landmark Infrastructure Partners LP,2014,Consumer Services,Real Estate
LE,Lands&#39; End Inc.,0,Consumer Services,Clothing/Shoe/Accessory Stores
LSTR,Landstar System Inc.,1993,Transportation,Trucking Freight/Courier Services
LNTH,Lantheus Holdings Inc.,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LTRX,Lantronix Inc.,2000,Technology,Computer Communications Equipment
LPSB,LaPorte Bancorp Inc.,0,Finance,Banks
LSCC,Lattice Semiconductor Corporation,0,Technology,Semiconductors
LAWS,Lawson Products Inc.,0,Consumer Durables,Industrial Specialties
LAYN,Layne Christensen Company,1992,Basic Industries,Engineering & Construction
LCNB,LCNB Corporation,0,Finance,Major Banks
LDRH,LDR Holding Corporation,2013,Health Care,Medical/Dental Instruments
LBIX,Leading Brands Inc,0,Consumer Non-Durables,Beverages (Production/Distribution)
LGCY,Legacy Reserves LP,2007,Energy,Oil & Gas Production
LGCYO,Legacy Reserves LP,0,Energy,Oil & Gas Production
LGCYP,Legacy Reserves LP,0,Energy,Oil & Gas Production
LTXB,LegacyTexas Financial Group Inc.,0,Finance,Savings Institutions
LMAT,LeMaitre Vascular Inc.,2006,Health Care,Medical/Dental Instruments
TREE,LendingTree Inc.,0,Finance,Finance: Consumer Services
LXRX,Lexicon Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
LGIH,LGI Homes Inc.,2013,Capital Goods,Homebuilding
LHCG,LHC Group,2005,Health Care,Medical/Nursing Services
LBRDA,Liberty Broadband Corporation,0,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,0,Consumer Services,Television Services
LBTYA,Liberty Global plc,0,Consumer Services,Television Services
LBTYB,Liberty Global plc,0,Consumer Services,Television Services
LBTYK,Liberty Global plc,0,Consumer Services,Television Services
LILA,Liberty Global plc,0,Consumer Services,Television Services
LILAK,Liberty Global plc,0,Consumer Services,Television Services
LVNTA,Liberty Interactive Corporation,0,Consumer Services,Catalog/Specialty Distribution
LVNTB,Liberty Interactive Corporation,0,Consumer Services,Catalog/Specialty Distribution
QVCA,Liberty Interactive Corporation,0,Consumer Services,Catalog/Specialty Distribution
QVCB,Liberty Interactive Corporation,0,Consumer Services,Catalog/Specialty Distribution
LMCA,Liberty Media Corporation,0,Consumer Services,Broadcasting
LMCB,Liberty Media Corporation,0,Consumer Services,Broadcasting
LMCK,Liberty Media Corporation,0,Consumer Services,Broadcasting
TAX,Liberty Tax Inc.,0,Miscellaneous,Multi-Sector Companies
LTRPA,Liberty TripAdvisor Holdings Inc.,0,Technology,EDP Services
LTRPB,Liberty TripAdvisor Holdings Inc.,0,Technology,EDP Services
LPNT,LifePoint Health Inc.,0,Health Care,Hospital/Nursing Management
LCUT,Lifetime Brands Inc.,1991,Capital Goods,Industrial Machinery/Components
LFVN,Lifevantage Corporation,0,Health Care,Major Pharmaceuticals
LWAY,Lifeway Foods Inc.,0,Consumer Non-Durables,Packaged Foods
LGND,Ligand Pharmaceuticals Incorporated,0,Health Care,Major Pharmaceuticals
LTBR,Lightbridge Corporation,0,Consumer Services,Professional Services
LPTH,LightPath Technologies Inc.,1996,Technology,Semiconductors
LLEX,Lilis Energy Inc.,0,Energy,Oil & Gas Production
LIME,Lime Energy Co.,0,Basic Industries,Engineering & Construction
LLNW,Limelight Networks Inc.,2007,Miscellaneous,Business Services
LMNR,Limoneira Co,0,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,2005,Consumer Services,Other Consumer Services
LECO,Lincoln Electric Holdings Inc.,0,Technology,Industrial Machinery/Components
LIND,Lindblad Expeditions Holdings Inc.,2013,Consumer Services,Transportation Services
LINDW,Lindblad Expeditions Holdings Inc.,2013,Consumer Services,Transportation Services
LLTC,Linear Technology Corporation,1986,Technology,Semiconductors
LNCO,Linn Co LLC,2012,Energy,Oil & Gas Production
LINE,Linn Energy LLC,2006,Energy,Oil & Gas Production
LBIO,Lion Biotechnologies Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LIOX,Lionbridge Technologies Inc.,1999,Miscellaneous,Business Services
LPCN,Lipocine Inc.,0,Health Care,Major Pharmaceuticals
LIQD,Liquid Holdings Group Inc.,2013,Technology,Computer Software: Prepackaged Software
LQDT,Liquidity Services Inc.,2006,Miscellaneous,Business Services
LFUS,Littelfuse Inc.,0,Consumer Durables,Electrical Products
LOB,Live Oak Bancshares Inc.,2015,Finance,Major Banks
LIVE,LiveDeal Inc.,0,Technology,EDP Services
LPSN,LivePerson Inc.,2000,Technology,Computer Software: Prepackaged Software
LKQ,LKQ Corporation,0,Consumer Services,Motor Vehicles
LMIA,LMI Aerospace Inc.,1998,Capital Goods,Military/Government/Technical
LOGI,Logitech International S.A.,1997,Technology,Computer peripheral equipment
LOGM,LogMein Inc.,2009,Technology,Computer Software: Prepackaged Software
LOJN,LoJack Corporation,0,Consumer Durables,Telecommunications Equipment
EVAR,Lombard Medical Inc.,2014,Health Care,Medical/Dental Instruments
LOOK,LookSmart Ltd.,1999,Technology,EDP Services
LORL,Loral Space and Communications Inc.,0,Technology,Radio And Television Broadcasting And Communications Equipment
LABC,Louisiana Bancorp Inc.,0,Finance,Savings Institutions
LOXO,Loxo Oncology Inc.,2014,Health Care,Major Pharmaceuticals
LPTN,Lpath Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPLA,LPL Financial Holdings Inc.,2010,Finance,Investment Bankers/Brokers/Service
LRAD,LRAD Corporation,0,Consumer Non-Durables,Consumer Electronics/Appliances
LYTS,LSI Industries Inc.,1985,Consumer Durables,Building Products
LULU,lululemon athletica inc.,2007,Consumer Non-Durables,Apparel
LMNS,Lumenis Ltd.,2014,Health Care,Medical Specialities
LITE,Lumentum Holdings Inc.,0,Consumer Durables,Telecommunications Equipment
LMNX,Luminex Corporation,2000,Health Care,Medical/Dental Instruments
LMOS,Lumos Networks Corp.,0,Public Utilities,Telecommunications Equipment
LUNA,Luna Innovations Incorporated,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MBTF,M B T Financial Corp,0,Finance,Major Banks
MTSI,M/A-COM Technology Solutions Holdings Inc.,2012,Technology,Semiconductors
MCBC,Macatawa Bank Corporation,0,Finance,Major Banks
MFNC,Mackinac Financial Corporation,0,Finance,Major Banks
MCUR,MACROCURE LTD.,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGNX,MacroGenics Inc.,2013,Health Care,Major Pharmaceuticals
MCBK,Madison County Financial Inc.,2012,Finance,Savings Institutions
MAGS,Magal Security Systems Ltd.,1993,Consumer Durables,Telecommunications Equipment
MGLN,Magellan Health Inc.,0,Health Care,Hospital/Nursing Management
MPET,Magellan Petroleum Corporation,0,Energy,Oil & Gas Production
MGIC,Magic Software Enterprises Ltd.,1991,Technology,Computer Software: Prepackaged Software
CALL,magicJack VocalTec Ltd,0,Public Utilities,Telecommunications Equipment
MNGA,MagneGas Corporation,0,Technology,Industrial Machinery/Components
MGYR,Magyar Bancorp Inc.,0,Finance,Savings Institutions
MHLD,Maiden Holdings Ltd.,0,Finance,Property-Casualty Insurers
MHLDO,Maiden Holdings Ltd.,0,Finance,Property-Casualty Insurers
MSFG,MainSource Financial Group Inc.,0,Finance,Major Banks
COOL,Majesco Entertainment Company,0,Technology,Computer Software: Prepackaged Software
MMYT,MakeMyTrip Limited,2010,Consumer Services,Transportation Services
MBUU,Malibu Boats Inc.,2014,Capital Goods,Marine Transportation
MLVF,Malvern Bancorp Inc.,0,Finance,Banks
MAMS,MAM Software Group Inc.,0,Technology,Computer Software: Prepackaged Software
MANH,Manhattan Associates Inc.,1998,Technology,Computer Software: Prepackaged Software
LOAN,Manhattan Bridge Capital Inc,0,Consumer Services,Real Estate Investment Trusts
MNTX,Manitex International Inc.,0,Technology,Industrial Machinery/Components
MTEX,Mannatech Incorporated,0,Consumer Durables,Specialty Chemicals
MNKD,MannKind Corporation,2004,Health Care,Major Pharmaceuticals
MANT,ManTech International Corporation,2002,Consumer Services,Other Consumer Services
MAPI,Mapi - Pharma Ltd.,0,n/a,n/a
MARA,Marathon Patent Group Inc.,0,Miscellaneous,Multi-Sector Companies
MCHX,Marchex Inc.,2004,Miscellaneous,Business Services
MARPS,Marine Petroleum Trust,0,Energy,Oil & Gas Production
MRNS,Marinus Pharmaceuticals Inc.,2014,Health Care,Major Pharmaceuticals
MKTX,MarketAxess Holdings Inc.,2004,Finance,Investment Bankers/Brokers/Service
MKTO,Marketo Inc.,2013,Technology,Computer Software: Prepackaged Software
MRKT,Markit Ltd.,2014,Finance,Investment Bankers/Brokers/Service
MRLN,Marlin Business Services Corp.,2003,Finance,Major Banks
MAR,Marriott International,0,Consumer Services,Hotels/Resorts
MBII,Marrone Bio Innovations Inc.,2013,Basic Industries,Agricultural Chemicals
MRTN,Marten Transport Ltd.,1986,Transportation,Trucking Freight/Courier Services
MMLP,Martin Midstream Partners L.P.,2002,Energy,Oil Refining/Marketing
MRVL,Marvell Technology Group Ltd.,2000,Technology,Semiconductors
MASI,Masimo Corporation,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MTLS,Materialise NV,2014,Technology,Computer Software: Prepackaged Software
MTRX,Matrix Service Company,1990,Basic Industries,Engineering & Construction
MAT,Mattel Inc.,0,Consumer Non-Durables,Recreational Products/Toys
MATR,Mattersight Corporation,0,Technology,EDP Services
MATW,Matthews International Corporation,1994,Capital Goods,Metal Fabrications
MFRM,Mattress Firm Holding Corp.,2011,Consumer Services,Other Specialty Stores
MTSN,Mattson Technology Inc.,1994,Technology,Industrial Machinery/Components
MXIM,Maxim Integrated Products Inc.,1988,Technology,Semiconductors
MXWL,Maxwell Technologies Inc.,0,Miscellaneous,Industrial Machinery/Components
MZOR,Mazor Robotics Ltd.,0,Health Care,Medical/Dental Instruments
MBFI,MB Financial Inc.,0,Finance,Major Banks
MBFIP,MB Financial Inc.,0,Finance,Major Banks
MCFT,MCBC Holdings Inc.,2015,Capital Goods,Marine Transportation
MGRC,McGrath RentCorp,1984,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,0,Technology,Advertising
MCOX,Mecox Lane Limited,2010,Consumer Non-Durables,Apparel
TAXI,Medallion Financial Corp.,1996,Finance,Finance: Consumer Services
MDAS,MedAssets Inc.,2007,Technology,Computer Software: Prepackaged Software
MTBC,Medical Transcription Billing Corp.,2014,Technology,Computer Software: Prepackaged Software
MNOV,MediciNova Inc.,0,Health Care,Major Pharmaceuticals
MDSO,Medidata Solutions Inc.,2009,Technology,Computer Software: Prepackaged Software
MDGS,Medigus Ltd.,0,Health Care,Medical/Dental Instruments
MDVN,Medivation Inc.,0,Health Care,Major Pharmaceuticals
MDWD,MediWound Ltd.,2014,Consumer Durables,Specialty Chemicals
MDVX,Medovex Corp.,2015,Health Care,Medical/Dental Instruments
MDVXW,Medovex Corp.,2015,Health Care,Medical/Dental Instruments
MEET,MeetMe Inc.,0,Consumer Services,Advertising
MEIP,MEI Pharma Inc.,0,Health Care,Major Pharmaceuticals
MELA,MELA Sciences Inc,2005,Health Care,Medical/Dental Instruments
MPEL,Melco Crown Entertainment Limited,2006,Consumer Services,Hotels/Resorts
MLNX,Mellanox Technologies Ltd.,2007,Technology,Semiconductors
MELR,Melrose Bancorp Inc.,2014,Finance,Major Banks
MEMP,Memorial Production Partners LP,2011,Energy,Oil & Gas Production
MRD,Memorial Resource Development Corp.,2014,Energy,Oil & Gas Production
MENT,Mentor Graphics Corporation,1984,Technology,EDP Services
MTSL,MER Telemanagement Solutions Ltd.,1997,Public Utilities,Telecommunications Equipment
MELI,MercadoLibre Inc.,2007,Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,1998,Finance,Major Banks
MERC,Mercer International Inc.,0,Basic Industries,Paper
MBVT,Merchants Bancshares Inc.,0,Finance,Major Banks
MRCY,Mercury Systems Inc,1998,Capital Goods,Electrical Products
MRGE,Merge Healthcare Incorporated.,1998,Technology,EDP Services
EBSB,Meridian Bancorp Inc.,0,Finance,Major Banks
VIVO,Meridian Bioscience Inc.,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MMSI,Merit Medical Systems Inc.,0,Health Care,Medical/Dental Instruments
MACK,Merrimack Pharmaceuticals Inc.,2012,Health Care,Major Pharmaceuticals
MSLI,Merus Labs International Inc.,0,Health Care,Major Pharmaceuticals
MLAB,Mesa Laboratories Inc.,0,Capital Goods,Industrial Machinery/Components
CASH,Meta Financial Group Inc.,1993,Finance,Savings Institutions
MBLX,Metabolix Inc.,2006,Basic Industries,Containers/Packaging
MEOH,Methanex Corporation,0,Basic Industries,Major Chemicals
MEIL,METHES ENERGIES INTERNATIONAL LTD,2012,Basic Industries,Major Chemicals
MEILW,METHES ENERGIES INTERNATIONAL LTD,2012,Basic Industries,Major Chemicals
MEILZ,METHES ENERGIES INTERNATIONAL LTD,2012,Basic Industries,Major Chemicals
METR,Metro Bancorp Inc,0,Finance,Major Banks
MFRI,MFRI Inc.,1989,Capital Goods,Pollution Control Equipment
MGCD,MGC Diagnostics Corporation,0,Health Care,Medical/Dental Instruments
MGEE,MGE Energy Inc.,0,Energy,Electric Utilities: Central
MGPI,MGP Ingredients Inc.,0,Consumer Non-Durables,Beverages (Production/Distribution)
MCHP,Microchip Technology Incorporated,1993,Technology,Semiconductors
MU,Micron Technology Inc.,0,Technology,Semiconductors
MICT,Micronet Enertec Technologies Inc.,0,Capital Goods,Electrical Products
MICTW,Micronet Enertec Technologies Inc.,0,Capital Goods,Electrical Products
MSCC,Microsemi Corporation,0,Technology,Semiconductors
MSFT,Microsoft Corporation,1986,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,1998,Technology,Computer Software: Prepackaged Software
MVIS,Microvision Inc.,1996,Capital Goods,Industrial Machinery/Components
MPB,Mid Penn Bancorp,0,Finance,Major Banks
MCEP,Mid-Con Energy Partners LP,2011,Energy,Oil & Gas Production
MBRG,Middleburg Financial Corporation,0,Finance,Major Banks
MBCN,Middlefield Banc Corp.,0,Finance,Major Banks
MSEX,Middlesex Water Company,0,Public Utilities,Water Supply
MOFG,MidWestOne Financial Group Inc.,0,Finance,Major Banks
MDXG,MiMedx Group Inc,0,Health Care,Medical/Dental Instruments
MNDO,MIND C.T.I. Ltd.,0,Technology,EDP Services
MB,MINDBODY Inc.,2015,Technology,EDP Services
NERV,Minerva Neurosciences Inc,2014,Health Care,Major Pharmaceuticals
MRTX,Mirati Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
MSON,MISONIX Inc.,1992,Capital Goods,Medical Specialities
MIND,Mitcham Industries Inc.,1994,Technology,Diversified Commercial Services
MITK,Mitek Systems Inc.,0,Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,0,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,MKS Instruments Inc.,1999,Capital Goods,Industrial Machinery/Components
MMAC,MMA Capital Management LLC,0,Finance,Real Estate
MINI,Mobile Mini Inc.,1994,Capital Goods,Metal Fabrications
MOBL,MobileIron Inc.,2014,Technology,Computer Software: Prepackaged Software
MOCO,MOCON Inc.,0,Capital Goods,Industrial Machinery/Components
MDSY,ModSys International Ltd.,0,Technology,EDP Services
MLNK,ModusLink Global Solutions Inc,0,Miscellaneous,Business Services
MOKO,Moko Social Media Ltd.,2014,Technology,Computer Software: Programming Data Processing
MOLG,MOL Global Inc.,2014,Miscellaneous,Business Services
MNTA,Momenta Pharmaceuticals Inc.,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Momo Inc.,2014,Technology,Computer Software: Prepackaged Software
MCRI,Monarch Casino & Resort Inc.,1993,Consumer Services,Hotels/Resorts
MNRK,Monarch Financial Holdings Inc.,0,Finance,Major Banks
MDLZ,Mondelez International Inc.,0,Consumer Non-Durables,Packaged Foods
MGI,Moneygram International Inc.,0,Miscellaneous,Business Services
MPWR,Monolithic Power Systems Inc.,2004,Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,2007,Technology,EDP Services
MNRO,Monro Muffler Brake Inc.,1991,Consumer Services,Automotive Aftermarket
MRCC,Monroe Capital Corporation,2012,n/a,n/a
MNST,Monster Beverage Corporation,0,Consumer Non-Durables,Beverages (Production/Distribution)
MHGC,Morgans Hotel Group Co.,2006,Consumer Services,Hotels/Resorts
MORN,Morningstar Inc.,2005,Finance,Investment Managers
MOSY,MoSys Inc.,2001,Technology,Semiconductors
MPAA,Motorcar Parts of America Inc.,0,Capital Goods,Auto Parts:O.E.M.
MDM,Mountain Province Diamonds Inc.,0,Basic Industries,Precious Metals
MRVC,MRV Communications Inc.,1992,Technology,Semiconductors
MSBF,MSB Financial Corp.,0,Finance,Savings Institutions
MTSC,MTS Systems Corporation,0,Capital Goods,Industrial Machinery/Components
LABL,Multi-Color Corporation,1987,Miscellaneous,Publishing
MFLX,Multi-Fineline Electronix Inc.,2004,Technology,Electrical Products
MFSF,MutualFirst Financial Inc.,0,Finance,Major Banks
MYL,Mylan N.V.,0,Health Care,Major Pharmaceuticals
MYOS,MYOS Corporation,0,Health Care,Major Pharmaceuticals
MYRG,MYR Group Inc.,0,Basic Industries,Water Supply
MYGN,Myriad Genetics Inc.,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NANO,Nanometrics Incorporated,1984,Capital Goods,Industrial Machinery/Components
NSPH,Nanosphere Inc.,2007,Health Care,Medical/Dental Instruments
NSTG,NanoString Technologies Inc.,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NK,NantKwest Inc.,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,NAPCO Security Technologies Inc.,0,Consumer Durables,Telecommunications Equipment
NDAQ,Nasdaq Inc.,0,Finance,Investment Bankers/Brokers/Service
NTRA,Natera Inc.,2015,Health Care,Medical Specialities
NATH,Nathan&#39;s Famous Inc.,1993,Consumer Services,Restaurants
NAUH,National American University Holdings Inc.,0,Consumer Services,Other Consumer Services
NKSH,National Bankshares Inc.,0,Finance,Major Banks
FIZZ,National Beverage Corp.,0,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,National CineMedia Inc.,2007,Consumer Services,Advertising
NCOM,National Commerce Corporation,2015,Finance,Major Banks
NGHC,National General Holdings Corp,0,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,0,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,0,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,0,Finance,Property-Casualty Insurers
NHLD,National Holdings Corporation,0,Finance,Investment Bankers/Brokers/Service
NATI,National Instruments Corporation,1995,Technology,Computer Software: Prepackaged Software
NATL,National Interstate Corporation,2005,Finance,Property-Casualty Insurers
NPBC,National Penn Bancshares Inc.,0,Finance,Major Banks
NRCIA,National Research Corporation,0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRCIB,National Research Corporation,0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,National Security Group Inc.,0,Finance,Life Insurance
NWLI,National Western Life Insurance Company,0,Finance,Life Insurance
NAII,Natural Alternatives International Inc.,0,Consumer Durables,Specialty Chemicals
NHTC,Natural Health Trends Corp.,0,Consumer Durables,Consumer Specialties
NATR,Nature&#39;s Sunshine Products Inc.,0,Health Care,Major Pharmaceuticals
BABY,Natus Medical Incorporated,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
